epoch,train_loss,train_acc,val_loss,val_acc
1,1.2713965860645422,54.74016853932584,1.350514680911333,52.394366197183096
2,0.8214751026603613,70.57584269662921,1.2096682362831557,55.331991951710265
3,0.6924926779243383,75.4564606741573,1.0860442492442253,60.32193158953722
4,0.6361029312182008,77.00140449438203,1.173959989578296,60.0
5,0.5768490574333105,79.03792134831461,1.1254719213033333,61.64989939637827
6,0.46724870340542846,83.88342696629213,1.4346463261888578,57.74647887323944
7,0.4949609004379658,82.61938202247191,1.1518651155325084,62.374245472837025
8,0.45459028090653797,83.28651685393258,1.0661019717271512,63.903420523138834
9,0.41154471466715414,85.81460674157303,1.0002890632320673,68.32997987927565
10,0.3803455912916178,86.51685393258427,0.870611425011586,70.86519114688129
11,0.3756541989827424,86.90308988764045,0.9280085212145096,68.8933601609658
12,0.2873459579736999,90.30898876404494,1.0405617096485236,68.16901408450704
13,0.3190888035833166,88.90449438202248,1.1468756229449542,66.19718309859155
14,0.2833315376820189,90.625,1.0039153500245168,68.49094567404427
15,0.2504908118103997,91.99438202247191,1.002805349536431,70.78470824949699
16,0.19041136275516468,93.5744382022472,0.812403264718178,74.80885311871228
17,0.14863495036875934,94.80337078651685,0.7898103085656961,75.49295774647888
18,0.11914546257198862,96.03230337078652,0.7839055089041208,76.82092555331992
19,0.10351582166602773,96.48876404494382,0.7967394848282521,76.74044265593561
20,0.08763955741744028,97.47191011235955,0.8162166531651448,77.14285714285714
21,0.08277421702599425,96.875,0.8215193301916887,76.90140845070422
22,0.06774292694760507,97.85814606741573,0.8321070748452957,77.06237424547284
23,0.06192951069182057,98.10393258426966,0.8387042494156421,77.02213279678068
24,0.04995902963610512,98.31460674157303,0.8469554559351542,77.22334004024145
25,0.051237117820890264,98.56039325842697,0.8566757266720136,77.8672032193159
26,0.04064918484203936,98.70084269662921,0.8932830656233889,77.54527162977867
27,0.05280770111849971,98.27949438202248,0.883821830440026,77.22334004024145
28,0.035097947221228415,99.12219101123596,0.9400339883465606,76.4185110663984
29,0.03995537747147629,98.66573033707866,0.9452939632659157,76.4185110663984
30,0.028812660529602612,99.29775280898876,0.9597460669584763,76.90140845070422
31,0.03030588589556348,99.15730337078652,0.9704579119212352,76.78068410462777
32,0.030105524241212715,98.9817415730337,0.933014439800993,77.102615694165
33,0.02994175247711998,99.22752808988764,0.955269590497781,77.1830985915493
34,0.031555502678089764,98.87640449438203,0.9467958417744973,76.94164989939638
35,0.02945978802058511,99.22752808988764,0.9505460075078866,77.50503018108652
36,0.021707509238837977,99.43820224719101,0.9683089158378351,76.82092555331992
37,0.026541965932512047,99.33286516853933,0.9663092543681463,77.46478873239437
38,0.024746449233890834,99.50842696629213,0.9652898433403327,77.06237424547284
39,0.021440139398753142,99.43820224719101,0.9686024496331811,77.66599597585513
40,0.027486083929667646,99.26264044943821,0.9740895605526674,77.30382293762575
41,0.02473107055405134,99.43820224719101,0.9654676875529381,77.30382293762575
42,0.02118907722231168,99.33286516853933,0.9627686989469788,77.22334004024145
43,0.031261478550732136,99.12219101123596,0.9814524973432223,77.58551307847083
44,0.02546713231497685,99.33286516853933,0.9656332194900665,77.50503018108652
45,0.024070415810650485,99.33286516853933,0.9754095750216109,77.1830985915493
46,0.022131314699988018,99.33286516853933,0.9782995562522839,77.102615694165
47,0.01984716739029404,99.57865168539325,0.9993144998756739,77.38430583501005
48,0.016779170924891833,99.68398876404494,0.9950891710244693,77.22334004024145
49,0.01940694356237779,99.47331460674157,0.983577789667134,76.94164989939638
50,0.024274565330497253,99.19241573033707,0.9698250169077745,77.2635814889336
