epoch,train_loss,train_acc,val_loss,val_acc,learning_rate
1,3.878510960032431,22.71769662921348,2.3496561310230155,26.800804828973842,0.001
2,1.849431702260221,37.640449438202246,2.1283569572827754,30.824949698189133,0.001
3,1.5533113653740187,47.92837078651685,1.701625495384901,40.32193158953722,0.001
4,1.4027915094675643,52.17696629213483,1.8350270699996214,41.287726358148895,0.001
5,1.1936996806873363,59.09410112359551,1.5697660866456153,47.48490945674044,0.001
6,1.0352164473426475,63.9747191011236,1.4687298436959584,49.77867203219316,0.001
7,0.9853956150204948,66.67837078651685,1.4430086727325733,50.181086519114686,0.001
8,0.9173964971906683,69.10112359550561,1.4016881890786,50.985915492957744,0.001
9,0.8687606373529756,69.55758426966293,1.3303113633241408,54.929577464788736,0.001
10,0.7668998864259613,72.8932584269663,1.2719487670140388,56.17706237424547,0.001
11,0.7284430627072795,75.49157303370787,1.2221224048198798,58.43058350100603,0.001
12,0.7560614123103324,73.24438202247191,1.2798787607596471,57.46478873239437,0.001
13,0.6944668105479037,76.22893258426966,1.1932133696018121,59.91951710261569,0.001
14,0.6302140418733104,78.86235955056179,1.284656449006154,58.22937625754527,0.001
15,0.6472796904906798,77.70365168539325,1.3573601761689553,57.625754527162975,0.001
16,0.6042021703854036,78.61657303370787,1.3279570994468837,57.8672032193159,0.001
17,0.5971002682541193,79.42415730337079,1.2979435603588054,59.47686116700201,0.001
18,0.5834570830122808,79.88061797752809,1.349911011946507,57.183098591549296,0.001
19,0.49754317941960324,83.46207865168539,1.1427268913159003,63.62173038229376,0.001
20,0.5047461286689459,83.1811797752809,1.3992678366410427,60.80482897384306,0.001
21,0.5015260036406892,82.40870786516854,1.1672587520801103,61.64989939637827,0.001
22,0.477540117301298,83.07584269662921,1.137258191521351,63.82293762575453,0.001
23,0.45845533739984706,84.33988764044943,1.1684703188828933,64.06438631790745,0.001
24,0.4581534306654769,84.44522471910112,1.0584555375270355,66.47887323943662,0.001
25,0.41208398224932424,85.81460674157303,1.1382946868737538,65.3923541247485,0.001
26,0.35139250035366315,88.44803370786516,1.073418289422989,66.9215291750503,0.0001
27,0.29675398700022965,90.23876404494382,1.05210307546151,68.00804828973843,0.0001
28,0.302170015704096,90.37921348314607,1.0312585333983104,68.41046277665995,0.0001
29,0.30127630140004535,89.99297752808988,1.0318309282645202,69.01408450704226,0.0001
30,0.2890357184276152,90.13342696629213,1.0363733245012088,68.49094567404427,0.0001
31,0.26704962735765436,90.69522471910112,1.042415894759007,68.81287726358148,0.0001
32,0.2683541603135259,91.57303370786516,1.0193981344883258,69.77867203219316,0.0001
33,0.28075494926966976,91.0814606741573,1.0065285800359187,69.33601609657947,0.0001
34,0.26320334984345384,91.60814606741573,1.0403913993101854,69.33601609657947,0.0001
35,0.26670911104491585,91.46769662921348,1.0300526366784022,69.5774647887324,0.0001
36,0.24939601089847221,92.24016853932584,1.0599325450185018,68.65191146881288,0.0001
37,0.2613304380453035,91.71348314606742,1.0332640764804988,69.45674044265594,0.0001
38,0.26436205869645213,91.78370786516854,1.0341611607716634,69.53722334004024,0.0001
39,0.2563135680439097,91.60814606741573,1.052211908193735,69.21529175050301,0.0001
40,0.23632598994822984,92.7317415730337,1.0461739832774186,69.53722334004024,0.0001
41,0.24304548826780212,92.83707865168539,1.0373779172316575,69.61770623742454,0.0001
42,0.23230553196554773,92.45084269662921,1.0381913441113937,69.93963782696177,0.0001
43,0.21879989293853888,93.25842696629213,1.0809693959278939,68.37022132796781,0.0001
44,0.21472345095839393,93.75,1.0448714441213853,69.77867203219316,0.0001
45,0.22422333178895243,92.87219101123596,1.0446088881446765,69.97987927565393,0.0001
46,0.20359817302126562,93.67977528089888,1.0422060111394296,70.62374245472837,0.0001
47,0.21559828009163395,93.32865168539325,1.0526551512571483,70.18108651911469,0.0001
48,0.20766651228572544,93.46910112359551,1.0521799138723276,70.02012072434607,0.0001
