accuracy,loss,val_accuracy,val_loss,learning_rate
0.6960150599479675,1.4019496440887451,0.5933415293693542,1.3189712762832642,0.0003000000142492354
0.7005923390388489,1.38715398311615,0.5447303652763367,1.4525237083435059,0.0003000000142492354
0.7015924453735352,1.3871076107025146,0.529411792755127,1.417709469795227,0.0003000000142492354
0.7083621621131897,1.3673046827316284,0.5302287340164185,1.3974575996398926,0.0003000000142492354
0.7124778628349304,1.3587887287139893,0.5968137383460999,1.3218185901641846,0.0003000000142492354
0.717978298664093,1.3494528532028198,0.616217315196991,1.2676520347595215,0.0003000000142492354
0.7139395475387573,1.34732985496521,0.5718954205513,1.3969495296478271,0.0003000000142492354
0.7205938696861267,1.3389136791229248,0.6090686321258545,1.3126089572906494,0.0003000000142492354
0.7231709957122803,1.3310811519622803,0.592524528503418,1.3459597826004028,0.0003000000142492354
0.7279790639877319,1.3211597204208374,0.6205065250396729,1.2625646591186523,0.0003000000142492354
0.7286329865455627,1.30979585647583,0.6321486830711365,1.2378714084625244,0.0003000000142492354
0.7334025502204895,1.305343747138977,0.6076388955116272,1.3078317642211914,0.0003000000142492354
0.7350180745124817,1.2972016334533691,0.6164215803146362,1.2852171659469604,0.0003000000142492354
0.7334025502204895,1.2994563579559326,0.6260212659835815,1.2590384483337402,0.0003000000142492354
0.7354796528816223,1.2903544902801514,0.624387264251709,1.2611408233642578,0.0003000000142492354
0.7432494759559631,1.2759816646575928,0.6360294222831726,1.2090935707092285,0.0003000000142492354
0.7414031624794006,1.2803624868392944,0.6180555820465088,1.2695159912109375,0.0003000000142492354
0.7455188632011414,1.270512342453003,0.6021241545677185,1.3513684272766113,0.0003000000142492354
0.747403621673584,1.2653809785842896,0.6352124214172363,1.2792178392410278,0.0003000000142492354
0.7520962953567505,1.2571302652359009,0.6409313678741455,1.2356737852096558,0.0003000000142492354
0.7500576972961426,1.2579638957977295,0.6425653696060181,1.2471537590026855,0.0003000000142492354
0.7647895812988281,1.2193242311477661,0.6582924723625183,1.2112603187561035,0.0001500000071246177
0.7692514657974243,1.210045337677002,0.641952633857727,1.2304695844650269,0.0001500000071246177
0.7708669900894165,1.2051384449005127,0.6509395241737366,1.2289355993270874,0.0001500000071246177
0.7779444456100464,1.1931216716766357,0.657475471496582,1.2182978391647339,0.0001500000071246177
0.778406023979187,1.1891893148422241,0.6356208920478821,1.2566111087799072,0.0001500000071246177
0.7862143516540527,1.172736406326294,0.6633986830711365,1.1980338096618652,7.500000356230885e-05
0.7883298993110657,1.1669561862945557,0.6603349447250366,1.2057020664215088,7.500000356230885e-05
0.7912916541099548,1.1627118587493896,0.6587010025978088,1.224837303161621,7.500000356230885e-05
0.7916378378868103,1.160361886024475,0.6589052081108093,1.2253234386444092,7.500000356230885e-05
0.7939072251319885,1.1546083688735962,0.6621732115745544,1.205227255821228,7.500000356230885e-05
0.7923686504364014,1.1564351320266724,0.6617646813392639,1.2055902481079102,7.500000356230885e-05
0.7961381673812866,1.14643394947052,0.6683006286621094,1.1992560625076294,3.7500001781154424e-05
0.7997538447380066,1.139528512954712,0.6613562107086182,1.2055760622024536,3.7500001781154424e-05
0.8006384968757629,1.1371821165084839,0.6674836874008179,1.1967300176620483,3.7500001781154424e-05
0.7986768484115601,1.1399871110916138,0.6670751571655273,1.2010923624038696,3.7500001781154424e-05
0.7997153401374817,1.1363595724105835,0.6685048937797546,1.20652437210083,3.7500001781154424e-05
0.7974075078964233,1.138528823852539,0.6609477400779724,1.2025922536849976,3.7500001781154424e-05
0.802869439125061,1.1330229043960571,0.6656454205513,1.2036715745925903,3.7500001781154424e-05
0.8027540445327759,1.1278800964355469,0.6734068393707275,1.1945539712905884,3.7500001781154424e-05
0.8027155995368958,1.129584789276123,0.6648284196853638,1.1925723552703857,3.7500001781154424e-05
0.8034464120864868,1.1237576007843018,0.6631944179534912,1.200493574142456,3.7500001781154424e-05
0.8032540678977966,1.1268187761306763,0.6666666865348816,1.1941128969192505,3.7500001781154424e-05
0.8033694624900818,1.1242985725402832,0.6658496856689453,1.1984750032424927,3.7500001781154424e-05
0.805061936378479,1.1240718364715576,0.6605392098426819,1.2057747840881348,3.7500001781154424e-05
0.8067159056663513,1.122012734413147,0.6656454205513,1.2060376405715942,3.7500001781154424e-05
0.8091391921043396,1.1176152229309082,0.6670751571655273,1.2077279090881348,1.8750000890577212e-05
0.8077929019927979,1.1154255867004395,0.6648284196853638,1.2038148641586304,1.8750000890577212e-05
