epoch,train_loss,train_acc,val_loss,val_acc
1,2.933430804295486,26.1938202247191,2.185833669625796,26.800804828973842
2,1.7882153907518707,41.04634831460674,1.8881271152924268,35.2112676056338
3,1.5262090550379808,48.068820224719104,1.7892960546872554,38.39034205231388
4,1.2449771306487951,57.514044943820224,1.7219033478162227,42.97786720321932
5,1.1544972289814037,61.271067415730336,1.5711740836119041,48.08853118712273
6,1.1321021432287237,62.324438202247194,1.6680650611718495,46.19718309859155
7,1.0327742280585042,64.04494382022472,1.429124735104732,51.58953722334004
8,0.8949935707483399,69.55758426966293,1.4712335979327178,51.46881287726358
9,0.8134836738698938,71.76966292134831,1.368028761484684,53.80281690140845
10,0.7920375241992179,72.26123595505618,1.2589243703927748,54.60764587525151
11,0.7433438053291835,73.8061797752809,1.3912809143463771,54.80885311871227
12,0.7289852205287205,74.8244382022472,1.2146237408503509,59.03420523138833
13,0.697439051411125,76.22893258426966,1.3095353841781616,55.774647887323944
14,0.6380795347556639,77.56320224719101,1.1772922101693275,59.95975855130785
15,0.5733819518531307,80.65308988764045,1.1486374346109538,61.327967806841045
16,0.6265999788648626,77.73876404494382,1.1876988250475664,61.12676056338028
17,0.6446999288007115,77.21207865168539,1.1079444678930135,62.61569416498994
18,0.5417775114935436,80.89887640449439,1.2258088745367832,61.12676056338028
19,0.5270661572726925,81.91713483146067,1.1838096716465094,62.7364185110664
20,0.5221744584903288,82.40870786516854,1.115716319817763,62.816901408450704
21,0.5096207078588143,82.51404494382022,1.1022501450318556,65.03018108651912
22,0.47753019781594863,84.48033707865169,1.06255786999678,65.43259557344065
23,0.4155234188845988,86.16573033707866,1.130651864485863,63.25955734406438
24,0.4403242974468831,85.35814606741573,1.0843484688263674,64.62776659959759
25,0.45666105442502525,84.09410112359551,1.1303943873215945,64.30583501006036
26,0.37842616941151996,87.21910112359551,1.0271611393262179,67.48490945674044
27,0.3229107948836316,89.71207865168539,1.0343542878444378,67.92756539235413
28,0.3026990413330914,90.69522471910112,1.0204193175603182,68.16901408450704
29,0.28395725853657455,91.04634831460675,1.0077148026380784,68.77263581488934
30,0.3072187125347973,89.71207865168539,1.0162543570384002,68.37022132796781
31,0.2738368810060319,91.29213483146067,1.010199751991492,68.65191146881288
32,0.30184081724185624,90.13342696629213,1.0222352319038832,67.5251509054326
33,0.27598515081773983,91.32724719101124,1.0178076080404794,68.81287726358148
34,0.2614645565326294,91.29213483146067,1.0032704334992628,69.45674044265594
35,0.26725079244777056,91.25702247191012,1.0000308071955657,69.25553319919517
36,0.26748105749655304,91.71348314606742,0.987901148887781,69.81891348088531
37,0.23808933116411896,92.48595505617978,1.0241356778603334,69.17505030181087
38,0.25947251874074506,90.94101123595506,1.0161717392695255,68.9738430583501
39,0.24117227928357177,92.34550561797752,1.032931427925061,69.21529175050301
40,0.22969478000415844,92.41573033707866,1.0003240291888897,69.93963782696177
41,0.21537758313705413,93.50421348314607,1.011388659859315,69.89939637826961
42,0.20260005942388867,93.60955056179775,1.0328883778972504,69.29577464788733
43,0.21042825063962614,93.46910112359551,1.0195587923129399,69.6579476861167
44,0.22207436405038566,93.22331460674157,1.0272932381202013,69.53722334004024
45,0.195167427526766,93.82022471910112,1.0248121164548092,69.93963782696177
46,0.2105324932196167,93.53932584269663,1.0108033529458902,70.66398390342053
47,0.20007396008024056,93.36376404494382,1.021158000597587,70.261569416499
48,0.20334963956743143,93.71488764044943,1.0327926016388795,70.22132796780684
49,0.20182043071208375,93.5744382022472,1.044162315626939,70.3420523138833
50,0.19153203354792647,93.67977528089888,1.0175928238492746,70.86519114688129
